User,Gesture Type,Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
6,right_curly_brace04,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",right_curly_brace,0.8995,1
6,v08,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",v,0.9386,1
6,circle01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",circle,0.8908,1
6,left_curly_brace09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",left_curly_brace,0.8303,1
6,left_sq_bracket06,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",left_sq_bracket,0.9052,1
6,star03,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",star,0.8111,1
6,delete_mark04,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",delete_mark,0.9093,1
6,triangle02,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",triangle,0.8408,1
6,right_sq_bracket08,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",question_mark,0.8685,0
6,caret01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",right_sq_bracket,0.853,0
6,question_mark03,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",question_mark,0.9507,1
6,rectangle01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",rectangle,0.9003,1
6,check02,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",check,0.8308,1
6,x04,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",x,0.8726,1
6,arrow07,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",arrow,0.8207,1
6,pigtail02,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",pigtail,0.8265,1
6,right_curly_brace09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",right_curly_brace,0.8609,1
6,v09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",v,0.8566,1
6,circle01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",circle,0.9196,1
6,left_curly_brace02,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",left_sq_bracket,0.8552,0
6,left_sq_bracket09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",left_sq_bracket,0.9577,1
6,star04,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",star,0.8262,1
6,delete_mark05,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",delete_mark,0.9183,1
6,triangle02,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",triangle,0.8651,1
6,right_sq_bracket03,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",question_mark,0.8601,0
6,caret09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",caret,0.9208,1
6,question_mark07,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",caret,0.7841,0
6,rectangle07,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",rectangle,0.9461,1
6,check07,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",check,0.8893,1
6,x07,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",x,0.8812,1
6,arrow01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",arrow,0.9233,1
6,pigtail01,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",pigtail,0.7967,1
6,right_curly_brace10,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",right_curly_brace,0.7889,1
6,v09,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",v,0.8508,1
6,circle05,16,"['arrow07', 'caret01', 'check01', 'circle03', 'delete_mark09', 'left_curly_brace06', 'left_sq_bracket05', 'pigtail04', 'question_mark06', 'rectangle02', 'right_curly_brace06', 'right_sq_bracket02', 'star04', 'triangle04', 'v09', 'x05']",circle,0.9211,1
7,left_curly_brace06,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_curly_brace,0.868,1
7,left_sq_bracket06,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_sq_bracket,0.9504,1
7,star01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",star,0.7856,1
7,delete_mark03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",delete_mark,0.9012,1
7,triangle07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",triangle,0.8125,1
7,right_sq_bracket05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.8543,1
7,caret10,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.897,1
7,question_mark10,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",question_mark,0.8377,1
7,rectangle08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",circle,0.8513,0
7,check05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",check,0.7898,1
7,x10,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.8707,1
7,arrow04,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",arrow,0.9179,1
7,pigtail03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.6898,0
7,right_curly_brace04,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_curly_brace,0.8585,1
7,v01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",check,0.799,0
7,circle08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",circle,0.8664,1
7,left_curly_brace02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_sq_bracket,0.8689,0
7,left_sq_bracket03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_sq_bracket,0.9081,1
7,star02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",star,0.8458,1
7,delete_mark06,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",delete_mark,0.9416,1
7,triangle09,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",triangle,0.8361,1
7,right_sq_bracket03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.8899,1
7,caret01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.9248,1
7,question_mark10,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",question_mark,0.8377,1
7,rectangle03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",rectangle,0.9281,1
7,check02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",check,0.8298,1
7,x06,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.8953,1
7,arrow05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",arrow,0.8247,1
7,pigtail08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.7447,0
7,right_curly_brace04,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.8323,0
7,v07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",v,0.8656,1
7,circle07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",circle,0.9993,1
7,left_curly_brace02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_curly_brace,0.9104,1
7,left_sq_bracket01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_sq_bracket,0.8919,1
7,star07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",star,0.9492,1
7,delete_mark09,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",delete_mark,0.9132,1
7,triangle02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",triangle,0.8771,1
7,right_sq_bracket03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.9254,1
7,caret01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.9052,1
7,question_mark07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.8158,0
7,rectangle05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",circle,0.8445,0
7,check01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",check,0.9154,1
7,x07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.8991,1
7,arrow08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",arrow,0.8412,1
7,pigtail02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",pigtail,0.8942,1
7,right_curly_brace09,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.8512,0
7,v03,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",v,0.9246,1
7,circle04,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",circle,0.9666,1
7,left_curly_brace04,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_curly_brace,0.895,1
7,left_sq_bracket08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",left_sq_bracket,0.8744,1
7,star02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",star,0.7608,1
7,delete_mark05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",delete_mark,0.7789,1
7,triangle08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",triangle,0.8657,1
7,right_sq_bracket01,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",right_sq_bracket,0.8648,1
7,caret08,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.8773,1
7,question_mark06,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",caret,0.8297,0
7,rectangle02,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",rectangle,0.9033,1
7,check07,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",v,0.8175,0
7,x05,16,"['arrow10', 'caret05', 'check08', 'circle08', 'delete_mark04', 'left_curly_brace04', 'left_sq_bracket08', 'pigtail08', 'question_mark10', 'rectangle10', 'right_curly_brace03', 'right_sq_bracket10', 'star05', 'triangle10', 'v04', 'x10']",x,0.8667,1
