User,Gesture Type,RandomIteration[1to100],#ofTrainingExamples[E],Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
4,circle05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.9449,1
4,caret03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.965,1
4,v02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.9177,1
4,check03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.957,1
4,pigtail03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.8852,1
4,star01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.913,1
4,right_sq_bracket01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.9405,1
4,left_sq_bracket02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.9352,1
4,right_curly_brace09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.912,1
4,delete07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.8547,1
4,x06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9492,1
4,rectangle04,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9379,1
4,triangle03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.9296,1
4,arrow03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",arrow,0.8924,1
4,zig-zag01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",zig-zag,0.9249,1
4,left_curly_brace01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_curly_brace,0.9088,1
4,circle10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.913,1
4,caret03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.9438,1
4,v10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.9008,1
4,check03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.8943,1
4,pigtail01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.9047,1
4,star05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.9112,1
4,right_sq_bracket03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.9541,1
4,left_sq_bracket07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.933,1
4,right_curly_brace02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.8658,1
4,delete08,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.9436,1
4,x04,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9557,1
4,rectangle07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9582,1
4,triangle07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.8826,1
4,arrow05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",arrow,0.8374,1
4,zig-zag05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",zig-zag,0.9995,1
4,left_curly_brace10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_curly_brace,0.9255,1
4,circle09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.9077,1
4,caret08,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.9366,1
4,v07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.911,1
4,check09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.9587,1
4,pigtail03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.9465,1
4,star05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.9065,1
4,right_sq_bracket01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.922,1
4,left_sq_bracket03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.9202,1
4,right_curly_brace06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.9242,1
4,delete10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.9255,1
4,x06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9233,1
4,rectangle02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9699,1
4,triangle07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.9217,1
4,arrow09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",arrow,0.9118,1
4,zig-zag06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",zig-zag,0.9226,1
4,left_curly_brace07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_curly_brace,0.9212,1
4,circle03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.9608,1
4,caret01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.9387,1
4,v01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.9656,1
4,check03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.9729,1
4,pigtail05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.9218,1
4,star01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.8403,1
4,right_sq_bracket01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.922,1
4,left_sq_bracket10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.9362,1
4,right_curly_brace03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.9135,1
4,delete09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.9158,1
4,x10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9166,1
4,rectangle08,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9702,1
4,triangle06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.8485,1
4,arrow02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",arrow,0.9436,1
4,zig-zag10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",zig-zag,0.9248,1
4,left_curly_brace04,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_curly_brace,0.9137,1
4,circle06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.9233,1
4,caret09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.9533,1
4,v05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.929,1
4,check09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.9643,1
4,pigtail02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.8885,1
4,star03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.9195,1
4,right_sq_bracket05,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.9209,1
4,left_sq_bracket03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.9202,1
4,right_curly_brace06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.9455,1
4,delete02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.9299,1
4,x09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9109,1
4,rectangle01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9347,1
4,triangle10,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.9579,1
4,arrow02,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",arrow,0.8884,1
4,zig-zag07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",zig-zag,0.8527,1
4,left_curly_brace06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_curly_brace,0.9547,1
4,circle06,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",circle,0.9601,1
4,caret09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",caret,0.9733,1
4,v09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",v,0.9682,1
4,check09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",check,0.9643,1
4,pigtail08,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",pigtail,0.8565,1
4,star09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",star,0.7792,1
4,right_sq_bracket07,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_sq_bracket,0.9788,1
4,left_sq_bracket08,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",left_sq_bracket,0.9265,1
4,right_curly_brace01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",right_curly_brace,0.9277,1
4,delete01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",delete,0.9071,1
4,x01,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",x,0.9155,1
4,rectangle09,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",rectangle,0.9638,1
4,triangle03,1,1,16,"['arrow08', 'caret01', 'check07', 'circle05', 'delete03', 'left_curly_brace03', 'left_sq_bracket10', 'pigtail02', 'rectangle06', 'right_curly_brace09', 'right_sq_bracket04', 'star02', 'triangle01', 'v04', 'x07', 'zig-zag06']",triangle,0.9265,1
